Accession,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,Tyrs+Azy,Tyrs-Azy,WT+Azy,WT-Azy
sp|Q9D662|SC23B_MOUSE,4,767,86436,Protein transport protein Sec23B OS=Mus musculus (Mouse) OX=10090 GN=Sec23b PE=1 SV=1,3,1,3,0,0,0
sp|Q9D6R2|IDH3A_MOUSE,13.7,366,39638,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Idh3a PE=1 SV=1",3,3,3,0,0,0
sp|Q9D6Z1|NOP56_MOUSE,13.3,580,64464,Nucleolar protein 56 OS=Mus musculus (Mouse) OX=10090 GN=Nop56 PE=1 SV=2,6,6,4,0,0,2
sp|Q9D710|TMX2_MOUSE,13.9,295,33942,Thioredoxin-related transmembrane protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Tmx2 PE=1 SV=1,7,7,2,0,3,2
sp|Q9D7N9|APMAP_MOUSE,10.4,415,46434,Adipocyte plasma membrane-associated protein OS=Mus musculus (Mouse) OX=10090 GN=Apmap PE=1 SV=1,4,4,2,1,1,0
sp|Q9D7X3|DUS3_MOUSE,13.5,185,20472,Dual specificity protein phosphatase 3 OS=Mus musculus (Mouse) OX=10090 GN=Dusp3 PE=1 SV=1,2,2,2,0,0,0
sp|Q9D819|IPYR_MOUSE,22.5,289,32667,Inorganic pyrophosphatase OS=Mus musculus (Mouse) OX=10090 GN=Ppa1 PE=1 SV=1,4,4,4,0,0,0
sp|Q9D880|TIM50_MOUSE,5.9,353,39776,Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus (Mouse) OX=10090 GN=Timm50 PE=1 SV=1,2,2,2,0,0,0
sp|Q9D8E6|RL4_MOUSE,30.1,419,47153,60S ribosomal protein L4 OS=Mus musculus (Mouse) OX=10090 GN=Rpl4 PE=1 SV=3,25,25,5,4,8,8
sp|Q9D8N0|EF1G_MOUSE,33.2,437,50060,Elongation factor 1-gamma OS=Mus musculus (Mouse) OX=10090 GN=Eef1g PE=1 SV=3,18,18,13,0,3,2
sp|Q9D8U8|SNX5_MOUSE,12.4,404,46797,Sorting nexin-5 OS=Mus musculus (Mouse) OX=10090 GN=Snx5 PE=1 SV=1,5,5,0,0,1,4
sp|Q9D8V0|HM13_MOUSE,11.6,378,41747,Minor histocompatibility antigen H13 OS=Mus musculus (Mouse) OX=10090 GN=Hm13 PE=1 SV=1,5,5,5,0,0,0
sp|Q9D8W5|PSD12_MOUSE,32.2,456,52895,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus (Mouse) OX=10090 GN=Psmd12 PE=1 SV=4,24,24,11,0,8,5
sp|Q9D938|TM160_MOUSE,10.6,188,19587,Transmembrane protein 160 OS=Mus musculus (Mouse) OX=10090 GN=Tmem160 PE=2 SV=1,4,4,1,0,1,2
sp|Q9DAR7|DCPS_MOUSE,16,338,38988,m7GpppX diphosphatase OS=Mus musculus (Mouse) OX=10090 GN=Dcps PE=1 SV=1,4,4,4,0,0,0
sp|Q9DAW9|CNN3_MOUSE,9.1,330,36428,Calponin-3 OS=Mus musculus (Mouse) OX=10090 GN=Cnn3 PE=1 SV=1,2,2,2,0,0,0
sp|Q9DB05|SNAA_MOUSE,23.7,295,33189,Alpha-soluble NSF attachment protein OS=Mus musculus (Mouse) OX=10090 GN=Napa PE=1 SV=1,5,5,5,0,0,0
sp|Q9DB20|ATPO_MOUSE,26.8,213,23363,"ATP synthase subunit O, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Atp5po PE=1 SV=1",3,3,2,0,0,1
sp|Q9DB77|QCR2_MOUSE,8.6,453,48234,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Uqcrc2 PE=1 SV=1",4,4,4,0,0,0
sp|Q9DBC3|CMTR1_MOUSE,10.4,837,95675,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Mus musculus (Mouse) OX=10090 GN=Cmtr1 PE=1 SV=1,7,7,0,0,3,4
sp|Q9DBC7|KAP0_MOUSE,15.2,381,43185,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus (Mouse) OX=10090 GN=Prkar1a PE=1 SV=3,7,7,5,0,0,2
sp|Q9DBE8|ALG2_MOUSE,9.9,415,47404,"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus (Mouse) OX=10090 GN=Alg2 PE=1 SV=2",3,3,3,0,0,0
sp|Q9DBE9|SPB1_MOUSE,7,838,95531,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Mus musculus (Mouse) OX=10090 GN=Ftsj3 PE=1 SV=1,7,7,0,0,2,5
sp|Q9DBG3|AP2B1_MOUSE,22.1,937,104581,AP-2 complex subunit beta OS=Mus musculus (Mouse) OX=10090 GN=Ap2b1 PE=1 SV=1,18,10,18,0,0,0
sp|Q9DBG6|RPN2_MOUSE,29.8,631,69062,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus (Mouse) OX=10090 GN=Rpn2 PE=1 SV=1,13,13,12,0,0,1
sp|Q9DBH0|WWP2_MOUSE,6.8,870,98760,NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Mus musculus (Mouse) OX=10090 GN=Wwp2 PE=1 SV=1,13,9,5,2,1,5
sp|Q9DBH5|LMAN2_MOUSE,16.8,358,40429,Vesicular integral-membrane protein VIP36 OS=Mus musculus (Mouse) OX=10090 GN=Lman2 PE=1 SV=2,7,7,4,0,1,2
sp|Q9DBJ1|PGAM1_MOUSE,36.6,254,28832,Phosphoglycerate mutase 1 OS=Mus musculus (Mouse) OX=10090 GN=Pgam1 PE=1 SV=3,10,10,6,2,1,1
sp|Q9DBP5|KCY_MOUSE,16.3,196,22165,UMP-CMP kinase OS=Mus musculus (Mouse) OX=10090 GN=Cmpk1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9DBS1|TMM43_MOUSE,22.5,400,44783,Transmembrane protein 43 OS=Mus musculus (Mouse) OX=10090 GN=Tmem43 PE=1 SV=1,8,8,5,0,2,1
sp|Q9DBT5|AMPD2_MOUSE,1.9,798,92023,AMP deaminase 2 OS=Mus musculus (Mouse) OX=10090 GN=Ampd2 PE=1 SV=1,2,2,2,0,0,0
sp|Q9DC23|DJC10_MOUSE,2.8,793,90582,DnaJ homolog subfamily C member 10 OS=Mus musculus (Mouse) OX=10090 GN=Dnajc10 PE=1 SV=2,2,2,2,0,0,0
sp|Q9DC29|ABCB6_MOUSE,6.4,842,93769,"ATP-binding cassette sub-family B member 6, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Abcb6 PE=1 SV=1",4,4,0,0,2,2
sp|Q9DC51|GNAI3_MOUSE,26,354,40538,Guanine nucleotide-binding protein G(i) subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Gnai3 PE=1 SV=3,22,5,5,3,5,9
sp|Q9DCD0|6PGD_MOUSE,24,483,53247,"6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus (Mouse) OX=10090 GN=Pgd PE=1 SV=3",16,16,10,1,3,2
sp|Q9DCD2|SYF1_MOUSE,2.9,855,99986,Pre-mRNA-splicing factor SYF1 OS=Mus musculus (Mouse) OX=10090 GN=Xab2 PE=1 SV=1,2,2,2,0,0,0
sp|Q9DCE5|PK1IP_MOUSE,7.3,382,42116,p21-activated protein kinase-interacting protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Pak1ip1 PE=1 SV=2,2,2,2,0,0,0
sp|Q9DCH4|EIF3F_MOUSE,11.1,361,37984,Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus (Mouse) OX=10090 GN=Eif3f PE=1 SV=2,3,3,3,0,0,0
sp|Q9DCL9|PUR6_MOUSE,8.9,425,47006,Multifunctional protein ADE2 OS=Mus musculus (Mouse) OX=10090 GN=Paics PE=1 SV=4,3,3,3,0,0,0
sp|Q9DCN2|NB5R3_MOUSE,31.2,301,34127,NADH-cytochrome b5 reductase 3 OS=Mus musculus (Mouse) OX=10090 GN=Cyb5r3 PE=1 SV=3,11,11,9,1,0,1
sp|Q9DCZ4|MIC26_MOUSE,18.2,198,22604,MICOS complex subunit Mic26 OS=Mus musculus (Mouse) OX=10090 GN=Apoo PE=1 SV=2,4,4,4,0,0,0
sp|Q9EP69|SAC1_MOUSE,12.9,587,66943,Phosphatidylinositide phosphatase SAC1 OS=Mus musculus (Mouse) OX=10090 GN=Sacm1l PE=1 SV=1,10,10,3,1,4,2
sp|Q9EPE9|AT131_MOUSE,9.3,1200,132387,Manganese-transporting ATPase 13A1 OS=Mus musculus (Mouse) OX=10090 GN=Atp13a1 PE=1 SV=2,13,13,3,0,4,6
sp|Q9EPL8|IPO7_MOUSE,18.4,1038,119485,Importin-7 OS=Mus musculus (Mouse) OX=10090 GN=Ipo7 PE=1 SV=2,27,26,14,2,6,5
sp|Q9EPN1|NBEA_MOUSE,0.8,2936,326739,Neurobeachin OS=Mus musculus (Mouse) OX=10090 GN=Nbea PE=1 SV=1,3,1,1,0,0,2
sp|Q9EPU0|RENT1_MOUSE,22.6,1124,123965,Regulator of nonsense transcripts 1 OS=Mus musculus (Mouse) OX=10090 GN=Upf1 PE=1 SV=2,21,21,18,0,1,2
sp|Q9EPU4|CPSF1_MOUSE,2,1441,160816,Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Cpsf1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9EQ06|DHB11_MOUSE,13.8,298,32880,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus (Mouse) OX=10090 GN=Hsd17b11 PE=1 SV=1,4,4,1,0,0,3
sp|Q9EQ61|PESC_MOUSE,2.9,584,67795,Pescadillo homolog OS=Mus musculus (Mouse) OX=10090 GN=Pes1 PE=1 SV=1,3,3,2,0,1,0
sp|Q9EQG9|CERT_MOUSE,11.9,624,71110,Ceramide transfer protein OS=Mus musculus (Mouse) OX=10090 GN=Cert PE=1 SV=1,10,10,0,0,4,6
sp|Q9EQH3|VPS35_MOUSE,21.1,796,91712,Vacuolar protein sorting-associated protein 35 OS=Mus musculus (Mouse) OX=10090 GN=Vps35 PE=1 SV=1,44,44,14,4,13,13
sp|Q9EQT3|RHOU_MOUSE,15.7,261,28353,Rho-related GTP-binding protein RhoU OS=Mus musculus (Mouse) OX=10090 GN=Rhou PE=2 SV=1,12,12,3,4,2,3
sp|Q9EQU5|SET_MOUSE,28.4,289,33377,Protein SET OS=Mus musculus (Mouse) OX=10090 GN=Set PE=1 SV=1,9,9,7,0,1,1
sp|Q9ER72|SYCC_MOUSE,11.9,831,94859,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Cars PE=1 SV=2",9,9,8,0,0,1
sp|Q9ERD7|TBB3_MOUSE,41.3,450,50418,Tubulin beta-3 chain OS=Mus musculus (Mouse) OX=10090 GN=Tubb3 PE=1 SV=1,27,4,21,1,3,2
sp|Q9ERI2|RB27A_MOUSE,9.5,221,25017,Ras-related protein Rab-27A OS=Mus musculus (Mouse) OX=10090 GN=Rab27a PE=1 SV=1,2,2,2,0,0,0
sp|Q9ERK4|XPO2_MOUSE,15.8,971,110453,Exportin-2 OS=Mus musculus (Mouse) OX=10090 GN=Cse1l PE=1 SV=1,14,14,11,0,0,3
sp|Q9ERN0|SCAM2_MOUSE,9.7,329,36464,Secretory carrier-associated membrane protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Scamp2 PE=1 SV=1,4,4,1,0,1,2
sp|Q9ERU9|RBP2_MOUSE,13.6,3053,341117,E3 SUMO-protein ligase RanBP2 OS=Mus musculus (Mouse) OX=10090 GN=Ranbp2 PE=1 SV=2,38,38,7,0,3,28
sp|Q9ESE1|LRBA_MOUSE,0.7,2856,317060,Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus (Mouse) OX=10090 GN=Lrba PE=1 SV=1,3,1,2,0,0,1
sp|Q9ESX5|DKC1_MOUSE,14.9,509,57401,H/ACA ribonucleoprotein complex subunit DKC1 OS=Mus musculus (Mouse) OX=10090 GN=Dkc1 PE=1 SV=4,10,10,3,1,4,2
sp|Q9ESZ8|GTF2I_MOUSE,4.5,998,112264,General transcription factor II-I OS=Mus musculus (Mouse) OX=10090 GN=Gtf2i PE=1 SV=3,4,4,4,0,0,0
sp|Q9ET30|TM9S3_MOUSE,15.3,587,67544,Transmembrane 9 superfamily member 3 OS=Mus musculus (Mouse) OX=10090 GN=Tm9sf3 PE=1 SV=1,21,21,8,0,7,6
sp|Q9JHR7|IDE_MOUSE,11.4,1019,117771,Insulin-degrading enzyme OS=Mus musculus (Mouse) OX=10090 GN=Ide PE=1 SV=1,11,11,11,0,0,0
sp|Q9JHU4|DYHC1_MOUSE,33.3,4644,532039,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus (Mouse) OX=10090 GN=Dync1h1 PE=1 SV=2,319,319,91,1,96,131
sp|Q9JHW4|SELB_MOUSE,11.5,583,63538,Selenocysteine-specific elongation factor OS=Mus musculus (Mouse) OX=10090 GN=Eefsec PE=1 SV=2,4,4,2,0,2,0
sp|Q9JI13|SAS10_MOUSE,3.4,469,53398,Something about silencing protein 10 OS=Mus musculus (Mouse) OX=10090 GN=Utp3 PE=1 SV=1,2,2,2,0,0,0
sp|Q9JIF0|ANM1_MOUSE,25.3,371,42435,Protein arginine N-methyltransferase 1 OS=Mus musculus (Mouse) OX=10090 GN=Prmt1 PE=1 SV=1,7,7,7,0,0,0
sp|Q9JIF7|COPB_MOUSE,22.4,953,107065,Coatomer subunit beta OS=Mus musculus (Mouse) OX=10090 GN=Copb1 PE=1 SV=1,24,24,15,0,5,4
sp|Q9JII6|AK1A1_MOUSE,23.7,325,36586,Aldo-keto reductase family 1 member A1 OS=Mus musculus (Mouse) OX=10090 GN=Akr1a1 PE=1 SV=3,6,6,6,0,0,0
sp|Q9JIK5|DDX21_MOUSE,14.8,851,93550,Nucleolar RNA helicase 2 OS=Mus musculus (Mouse) OX=10090 GN=Ddx21 PE=1 SV=3,17,17,9,0,3,5
sp|Q9JJ28|FLII_MOUSE,6.1,1271,144801,Protein flightless-1 homolog OS=Mus musculus (Mouse) OX=10090 GN=Flii PE=1 SV=1,8,8,3,0,3,2
sp|Q9JK30|ORC3_MOUSE,5.7,715,82341,Origin recognition complex subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Orc3 PE=1 SV=1,7,7,2,0,2,3
sp|Q9JKB3|YBOX3_MOUSE,8.3,361,38813,Y-box-binding protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Ybx3 PE=1 SV=2,4,1,3,0,1,0
sp|Q9JKC8|AP3M1_MOUSE,12.2,418,46936,AP-3 complex subunit mu-1 OS=Mus musculus (Mouse) OX=10090 GN=Ap3m1 PE=1 SV=1,4,4,4,0,0,0
sp|Q9JKF1|IQGA1_MOUSE,21.6,1657,188740,Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus (Mouse) OX=10090 GN=Iqgap1 PE=1 SV=2,51,51,30,0,10,11
sp|Q9JKJ9|CP39A_MOUSE,3.2,470,53574,24-hydroxycholesterol 7-alpha-hydroxylase OS=Mus musculus (Mouse) OX=10090 GN=Cyp39a1 PE=1 SV=1,2,2,0,0,0,2
sp|Q9JKR6|HYOU1_MOUSE,14.4,999,111180,Hypoxia up-regulated protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Hyou1 PE=1 SV=1,10,10,10,0,0,0
sp|Q9JL15|LEG8_MOUSE,9.8,316,36161,Galectin-8 OS=Mus musculus (Mouse) OX=10090 GN=Lgals8 PE=1 SV=1,5,5,3,2,0,0
sp|Q9JL18|BACE2_MOUSE,9.9,514,55799,Beta-secretase 2 OS=Mus musculus (Mouse) OX=10090 GN=Bace2 PE=1 SV=1,6,6,4,0,1,1
sp|Q9JLI6|SCLY_MOUSE,7.2,432,47173,Selenocysteine lyase OS=Mus musculus (Mouse) OX=10090 GN=Scly PE=1 SV=1,4,4,4,0,0,0
sp|Q9JLJ2|AL9A1_MOUSE,5.1,494,53514,4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus (Mouse) OX=10090 GN=Aldh9a1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9JLM8|DCLK1_MOUSE,3.2,756,84152,Serine/threonine-protein kinase DCLK1 OS=Mus musculus (Mouse) OX=10090 GN=Dclk1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9JLN9|MTOR_MOUSE,3.1,2549,288786,Serine/threonine-protein kinase mTOR OS=Mus musculus (Mouse) OX=10090 GN=Mtor PE=1 SV=2,8,8,0,0,1,7
sp|Q9JLV5|CUL3_MOUSE,2.6,768,88947,Cullin-3 OS=Mus musculus (Mouse) OX=10090 GN=Cul3 PE=1 SV=1,2,2,2,0,0,0
sp|Q9JM76|ARPC3_MOUSE,17.4,178,20524,Actin-related protein 2/3 complex subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Arpc3 PE=1 SV=3,7,7,3,0,2,2
sp|Q9JMA1|UBP14_MOUSE,13.4,493,56001,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus (Mouse) OX=10090 GN=Usp14 PE=1 SV=3,6,6,4,0,1,1
sp|Q9JMH6|TRXR1_MOUSE,22.3,613,67083,"Thioredoxin reductase 1, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Txnrd1 PE=1 SV=3",15,15,9,1,2,3
sp|Q9QUR6|PPCE_MOUSE,50.4,710,80751,Prolyl endopeptidase OS=Mus musculus (Mouse) OX=10090 GN=Prep PE=1 SV=1,86,86,22,3,32,29
sp|Q9QWL7|K1C17_MOUSE,12.5,433,48161,"Keratin, type I cytoskeletal 17 OS=Mus musculus (Mouse) OX=10090 GN=Krt17 PE=1 SV=3",14,4,4,4,4,2
sp|Q9QXB9|DRG2_MOUSE,13.2,364,40718,Developmentally-regulated GTP-binding protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Drg2 PE=1 SV=1,4,4,4,0,0,0
sp|Q9QXK3|COPG2_MOUSE,32.8,871,97679,Coatomer subunit gamma-2 OS=Mus musculus (Mouse) OX=10090 GN=Copg2 PE=1 SV=1,37,32,7,1,16,13
sp|Q9QXK7|CPSF3_MOUSE,3.9,684,77504,Cleavage and polyadenylation specificity factor subunit 3 OS=Mus musculus (Mouse) OX=10090 GN=Cpsf3 PE=1 SV=2,4,4,1,0,1,2
sp|Q9QXS1|PLEC_MOUSE,4.4,4691,534181,Plectin OS=Mus musculus (Mouse) OX=10090 GN=Plec PE=1 SV=3,15,14,14,1,0,0
sp|Q9QXX4|CMC2_MOUSE,7,676,74466,Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus (Mouse) OX=10090 GN=Slc25a13 PE=1 SV=1,4,1,4,0,0,0
sp|Q9QXZ0|MACF1_MOUSE,1,7354,831868,Microtubule-actin cross-linking factor 1 OS=Mus musculus (Mouse) OX=10090 GN=Macf1 PE=1 SV=2,8,8,2,0,0,6
sp|Q9QYB1|CLIC4_MOUSE,22.5,253,28729,Chloride intracellular channel protein 4 OS=Mus musculus (Mouse) OX=10090 GN=Clic4 PE=1 SV=3,4,4,4,0,0,0
sp|Q9QYC7|VKGC_MOUSE,4.2,757,87194,Vitamin K-dependent gamma-carboxylase OS=Mus musculus (Mouse) OX=10090 GN=Ggcx PE=1 SV=1,2,2,2,0,0,0
sp|Q9QYI3|DNJC7_MOUSE,8.3,494,56475,DnaJ homolog subfamily C member 7 OS=Mus musculus (Mouse) OX=10090 GN=Dnajc7 PE=1 SV=2,5,5,3,0,0,2
sp|Q9QYJ0|DNJA2_MOUSE,23.5,412,45745,DnaJ homolog subfamily A member 2 OS=Mus musculus (Mouse) OX=10090 GN=Dnaja2 PE=1 SV=1,6,6,4,0,1,1
sp|Q9QZ06|TOLIP_MOUSE,10.9,274,30345,Toll-interacting protein OS=Mus musculus (Mouse) OX=10090 GN=Tollip PE=1 SV=1,7,7,2,1,2,2
sp|Q9QZD8|DIC_MOUSE,13.9,287,31715,Mitochondrial dicarboxylate carrier OS=Mus musculus (Mouse) OX=10090 GN=Slc25a10 PE=1 SV=2,3,3,3,0,0,0
sp|Q9QZE5|COPG1_MOUSE,39.1,874,97512,Coatomer subunit gamma-1 OS=Mus musculus (Mouse) OX=10090 GN=Copg1 PE=1 SV=1,62,57,12,2,23,25
sp|Q9QZQ1|AFAD_MOUSE,18.6,1820,206496,Afadin OS=Mus musculus (Mouse) OX=10090 GN=Afdn PE=1 SV=3,32,32,0,0,10,22
sp|Q9QZQ8|H2AY_MOUSE,8.3,372,39735,Core histone macro-H2A.1 OS=Mus musculus (Mouse) OX=10090 GN=H2afy PE=1 SV=3,3,3,3,0,0,0
sp|Q9R062|GLYG_MOUSE,6,333,37402,Glycogenin-1 OS=Mus musculus (Mouse) OX=10090 GN=Gyg1 PE=1 SV=3,2,2,2,0,0,0
sp|Q9R0H0|ACOX1_MOUSE,8.9,661,74648,Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus (Mouse) OX=10090 GN=Acox1 PE=1 SV=5,3,3,3,0,0,0
sp|Q9R0N0|GALK1_MOUSE,6.1,392,42295,Galactokinase OS=Mus musculus (Mouse) OX=10090 GN=Galk1 PE=1 SV=2,2,2,2,0,0,0
sp|Q9R0N3|SYT11_MOUSE,11.2,430,48332,Synaptotagmin-11 OS=Mus musculus (Mouse) OX=10090 GN=Syt11 PE=1 SV=2,7,7,1,0,3,3
sp|Q9R0P3|ESTD_MOUSE,39.7,282,31319,S-formylglutathione hydrolase OS=Mus musculus (Mouse) OX=10090 GN=Esd PE=1 SV=1,9,9,7,0,1,1
sp|Q9R0Q9|MPU1_MOUSE,10.1,247,26497,Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus (Mouse) OX=10090 GN=Mpdu1 PE=1 SV=1,4,4,1,0,2,1
sp|Q9R0U0|SRS10_MOUSE,8.4,262,31300,Serine/arginine-rich splicing factor 10 OS=Mus musculus (Mouse) OX=10090 GN=Srsf10 PE=1 SV=2,2,2,2,0,0,0
sp|Q9R117|TYK2_MOUSE,1.8,1184,133314,Non-receptor tyrosine-protein kinase TYK2 OS=Mus musculus (Mouse) OX=10090 GN=Tyk2 PE=1 SV=3,6,6,0,1,2,3
sp|Q9R190|MTA2_MOUSE,2.7,668,75029,Metastasis-associated protein MTA2 OS=Mus musculus (Mouse) OX=10090 GN=Mta2 PE=1 SV=1,2,1,2,0,0,0
sp|Q9R1C7|PR40A_MOUSE,2.2,953,108479,Pre-mRNA-processing factor 40 homolog A OS=Mus musculus (Mouse) OX=10090 GN=Prpf40a PE=1 SV=1,2,2,2,0,0,0
sp|Q9R1P0|PSA4_MOUSE,27.6,261,29470,Proteasome subunit alpha type-4 OS=Mus musculus (Mouse) OX=10090 GN=Psma4 PE=1 SV=1,4,4,4,0,0,0
sp|Q9R1P1|PSB3_MOUSE,11.2,205,22965,Proteasome subunit beta type-3 OS=Mus musculus (Mouse) OX=10090 GN=Psmb3 PE=1 SV=1,3,3,2,1,0,0
sp|Q9R1P3|PSB2_MOUSE,17.9,201,22906,Proteasome subunit beta type-2 OS=Mus musculus (Mouse) OX=10090 GN=Psmb2 PE=1 SV=1,12,12,3,2,2,5
sp|Q9R1P4|PSA1_MOUSE,8.7,263,29546,Proteasome subunit alpha type-1 OS=Mus musculus (Mouse) OX=10090 GN=Psma1 PE=1 SV=1,2,2,2,0,0,0
sp|Q9R1Q6|T176B_MOUSE,11,263,28367,Transmembrane protein 176B OS=Mus musculus (Mouse) OX=10090 GN=Tmem176b PE=1 SV=1,15,15,3,2,5,5
sp|Q9R1T2|SAE1_MOUSE,7.4,350,38620,SUMO-activating enzyme subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Sae1 PE=1 SV=1,3,3,3,0,0,0
sp|Q9R1X5|MRP5_MOUSE,6.3,1436,161123,Multidrug resistance-associated protein 5 OS=Mus musculus (Mouse) OX=10090 GN=Abcc5 PE=1 SV=2,9,9,1,0,3,5
sp|Q9WTI7|MYO1C_MOUSE,15.2,1063,121943,Unconventional myosin-Ic OS=Mus musculus (Mouse) OX=10090 GN=Myo1c PE=1 SV=2,13,13,11,1,0,1
sp|Q9WTM5|RUVB2_MOUSE,5.6,463,51112,RuvB-like 2 OS=Mus musculus (Mouse) OX=10090 GN=Ruvbl2 PE=1 SV=3,2,2,2,0,0,0
sp|Q9WTP6|KAD2_MOUSE,9.6,239,26468,"Adenylate kinase 2, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Ak2 PE=1 SV=5",2,2,2,0,0,0
sp|Q9WTR1|TRPV2_MOUSE,6,756,85964,Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus (Mouse) OX=10090 GN=Trpv2 PE=1 SV=2,5,5,3,0,0,2
sp|Q9WTX5|SKP1_MOUSE,38,163,18672,S-phase kinase-associated protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Skp1 PE=1 SV=3,9,9,0,0,5,4
sp|Q9WTX6|CUL1_MOUSE,15.6,776,89690,Cullin-1 OS=Mus musculus (Mouse) OX=10090 GN=Cul1 PE=1 SV=1,10,10,6,0,1,3
sp|Q9WU40|MAN1_MOUSE,3.1,921,100306,Inner nuclear membrane protein Man1 OS=Mus musculus (Mouse) OX=10090 GN=Lemd3 PE=1 SV=2,3,3,0,0,1,2
sp|Q9WU78|PDC6I_MOUSE,15.2,869,96023,Programmed cell death 6-interacting protein OS=Mus musculus (Mouse) OX=10090 GN=Pdcd6ip PE=1 SV=3,16,16,14,0,0,2
sp|Q9WUA2|SYFB_MOUSE,5.9,589,65696,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus (Mouse) OX=10090 GN=Farsb PE=1 SV=2,3,3,3,0,0,0
sp|Q9WUA3|PFKAP_MOUSE,2.6,784,85454,"ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus (Mouse) OX=10090 GN=Pfkp PE=1 SV=1",2,1,2,0,0,0
sp|Q9WUD1|CHIP_MOUSE,8.2,304,34909,STIP1 homology and U box-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Stub1 PE=1 SV=1,3,3,1,0,0,2
sp|Q9WUK2|IF4H_MOUSE,10.9,248,27341,Eukaryotic translation initiation factor 4H OS=Mus musculus (Mouse) OX=10090 GN=Eif4h PE=1 SV=3,2,2,2,0,0,0
sp|Q9WUN2|TBK1_MOUSE,14.4,729,83424,Serine/threonine-protein kinase TBK1 OS=Mus musculus (Mouse) OX=10090 GN=Tbk1 PE=1 SV=1,13,13,2,2,2,7
sp|Q9WUU8|TNIP1_MOUSE,4.8,647,73049,TNFAIP3-interacting protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Tnip1 PE=1 SV=1,5,5,1,1,0,3
sp|Q9WV03|FA50A_MOUSE,8.6,339,40251,Protein FAM50A OS=Mus musculus (Mouse) OX=10090 GN=Fam50a PE=1 SV=1,3,3,2,0,1,0
sp|Q9WV32|ARC1B_MOUSE,15.6,372,41063,Actin-related protein 2/3 complex subunit 1B OS=Mus musculus (Mouse) OX=10090 GN=Arpc1b PE=1 SV=4,11,11,6,0,1,4
sp|Q9WV60|GSK3B_MOUSE,9.8,420,46710,Glycogen synthase kinase-3 beta OS=Mus musculus (Mouse) OX=10090 GN=Gsk3b PE=1 SV=2,2,2,2,0,0,0
sp|Q9WV70|NOC2L_MOUSE,3.1,747,85423,Nucleolar complex protein 2 homolog OS=Mus musculus (Mouse) OX=10090 GN=Noc2l PE=1 SV=2,7,7,1,1,3,2
sp|Q9WVA3|BUB3_MOUSE,13.5,326,36954,Mitotic checkpoint protein BUB3 OS=Mus musculus (Mouse) OX=10090 GN=Bub3 PE=1 SV=2,4,4,4,0,0,0
